_id,descripcion,link,nombre,precio,puntuacion,serv_hab,tipo_hab,ubicacion
Homeabout Hostal San Mateo,"LAMENTABLE. No te devuelven la fianza. Llevo esperando desde agosto una fianza de 100 euros pagada en efectivo. Se escudan en que por política de empresa no aceptan pago de fianza en efectivo, pero me la aceptaron y aún no me la han devuelto. Me he puesto en contacto de mil maneras y no han resuelto absolutamente nada. La dirección que me dieron de e-mail para ""resolver el problema"" simplemente no existe.",No hay link,Homeabout Hostal San Mateo,No disponible,"4,0","[""Internet de alta velocidad gratuito (wifi)"",""Gimnasio / Sala de entrenamiento"",""Café instantáneo de cortesía"",""Actividades para niños (acondicionado para familias / niños)"",""Transporte desde/al aeropuerto"",""Espacio para guardar el equipaje"",""Conserje"",""Registro de entrada 24 horas"",""Habitación hipoalergénica"",""Aire acondicionado"",""Servicio de habitaciones"",""Perchero para la ropa"",""Cafetera/tetera"",""Minibar"",""Televisor de pantalla plana"",""Bañera/ducha""]","[""Habitaciones de no fumadores""]",
Hostal Callao,"Hostal familiar, en pleno corazón de Madrid, podrás disfrutar de todo tipo de actividades a pocos metros de ti.(museos, bares/restaurantes, centros comerciales,…) Ideal para gente que busque un sitio limpio, acogedor, de trato agradable, donde la satisfacción del cliente es lo primordial.",No hay link,Hostal Callao,No disponible,"4,5","[""Servicio de lavandería"",""Servicio de habitaciones"",""Minibar""]",[],
Hotel Escuela Madrid,"Reformado en 2010 el Hotel-Escuela se encuentra en un entorno idílico , rodeado de naturaleza en pleno Monte de El Pardo con una privilegiada situación a escasos 10 minutos del intercambiador de Plaza de Castilla del distrito financiero de Madrid , las zonas residenciales de Montecarmelo , la Universidad Autónoma , cerca de La Ciudad de las Comunicaciones , el recinto ferial IFEMA , y otros importantes centros de negocios así como del aeropuerto de Madrid - Barajas Disponemos de 67 habitaciones de diferentes tipos ; dobles , individuales , suites , triples , cuádruples todas equipadas con aislamiento acústico con una decoración de vanguardia y muebles y comodidades de primera calidad. Todas las habitaciones ofrecen las comodidades que esperas de un hotel de este calibre, como baños completos con amenities, secador de pelo , televisor LCD , conexión a Internet (WiFi) GRATUITO, caja fuerte , plancha,climatizador individual en cada habitación, teléfono de marcación directa al exterior , parking exterior privado gratuito, PC para uso de los clientes en sala Tv sin coste adicional y con unas tarifas realmente económicas . La tramitación de reservas para grupos (15 o más habitaciones) ofrece precios más económicos",No hay link,Hotel Escuela Madrid,No disponible,"3,5","[""Aparcamiento gratuito"",""Internet de alta velocidad gratuito (wifi)"",""Wifi"",""Bar/salón"",""Restaurante"",""Centro de negocios con acceso a Internet"",""Espacio para guardar el equipaje"",""Conserje"",""Aire acondicionado"",""Servicio de limpieza""]","[""Habitaciones de no fumadores"",""Suites""]",
Hostal Mirentxu,"Acabo de llegar de Madrid y quedarme durante 5 días en este hostal. La verdad que es muy céntrico a 5 min tanto de Sol, gran vía, el retiro.... Genial en ese aspecto. La habitación que pedimos era de dos personas con baño privado, pero la verdad era demasiado pequeña (cosa que si quieres la habitación para ir a descansar no pasa nada), aunque el baño si querías orinar debías ponerte de lado. Por otra parte también es verdad lo que dicen del Ruido, tanto exterior como de los propios vecinos. Aun poniéndome tapones que tuvimos que comprar escuchábamos todo. Cabe destacar que La habitación muy limpia y la cama cómoda aunque un poco dura.",No hay link,Hostal Mirentxu,No disponible,"4,0","[""Internet de alta velocidad gratuito (wifi)"",""Wifi"",""Hotel de no fumadores""]","[""Habitaciones de no fumadores""]",
San Miguel Suites,"Ventajas : La verdad muy buena ubicación y muy lindo departamento, muy bien decorado. Desventajas: nosotros particularmente nos alojamos en el 5 piso , y la verdad no tenía lo que anuncia en booking, no tiene lavarropas ni lavavajillas. La conexión a internet no es rápida y el no tener ascensor desde planta baja se complica al bajar y subir valijas, ya que el ascensor es desde el primer piso.",No hay link,San Miguel Suites,No disponible,"4,5","[""Internet de alta velocidad gratuito (wifi)"",""Actividades para niños (acondicionado para familias / niños)"",""Cocina americana"",""Frigorífico""]",[],
Apartamentos Duque de Alba,"La zona es ideal para moverse por el centro de la ciudad , esta en lugar por el se puede salir a callejear por el casco antiguo, a un paso de la Plaza Mayor, de la Puerta del Sol, de Cascorro, o sea que no necesitas el coche y tampoco transporte urbano, simplemente caminar.",No hay link,Apartamentos Duque de Alba,No disponible,"3,5","[""Internet de alta velocidad gratuito (wifi)"",""Wifi"",""Bar/salón"",""Hotel de no fumadores"",""Servicio de lavandería"",""Cocina americana"",""Microondas"",""Frigorífico""]","[""Habitaciones de no fumadores""]",
Hostal Sotileza,"La búsqueda del hotel pequeño económico ideal en Madrid no tiene por qué ser difícil. Bienvenido a Hostal Sotileza, una fantástica opción para viajeros como tú.
Hostal Sotileza es un hotel pequeño económico con televisor de pantalla plana y mesa de escritorio en las habitaciones, y es fácil permanecer conectado durante la estancia, ya que ofrece wifi gratuito para los huéspedes.",No hay link,Hostal Sotileza,No disponible,"4,0","[""Internet de alta velocidad gratuito (wifi)"",""Wifi"",""Mesa de escritorio"",""Servicio despertador/reloj con alarma"",""Televisor de pantalla plana"",""Bañera/ducha"",""Artículos de aseo gratuitos de cortesía"",""Secador de pelo""]","[""Habitaciones de no fumadores""]",
Santa Ana Apartamentos,"Un pequeño espacio, muy cómodo a una cuadra de la hermosa y concurrida plaza Santa Ana y la Fragua de Vulcano. Buenas habitaciones, completas, confortables, con kitchenette, en fin todo lo necesario para una estancia especial en Madrid",No hay link,Santa Ana Apartamentos,No disponible,"3,5","[""Aparcamiento público de pago cerca"",""Aparcamiento vigilado"",""Internet de alta velocidad gratuito (wifi)"",""Bar/salón"",""Servicio de traslado en autobús"",""Espacio para guardar el equipaje"",""Hotel de no fumadores"",""Registro de entrada y salida exprés"",""Aire acondicionado"",""Cocina americana"",""Microondas"",""Frigorífico""]","[""Habitaciones de no fumadores""]",
Fun Sleep,"He estado el finde del 17/11/18, y cuando llegas al portal ya se avecina lo q vas a encontrar.sucio,cutre,destarlado,viejo y esto x muy amable q seas no se puede permitir.los baños dan asco,cadena rota,puerta no cierra,pelos, roído y pésimo.los enchufes y pulsadores se los come la mierda y te dejas los dedos pegados.no usamos la ducha porque da asco. Te ofrecen desayuno q no utilizas y cocina q tampoco xq solo de pensarlo se te quita el hambre, y no vas a hacer ruido.en fin lo único bueno es la ubicación.necesita urgente reforma,limpieza y ....etc. Ni volvería ni lo recomendaría. Las fotos están bien trucadas para q parezca lo q no es.",No hay link,Fun Sleep,No disponible,"4,0","[""Internet de alta velocidad gratuito (wifi)"",""Wifi"",""Hotel de no fumadores"",""Cocina compartida"",""Salón compartido/sala de televisión""]",[],
Hostal Las Torres,Habitaciones con baño privado. Wifi gratuito. Aire acondicionado.,No hay link,Hostal Las Torres,No disponible,"4,0","[""Internet de alta velocidad gratuito (wifi)"",""Wifi"",""Aire acondicionado"",""Mesa de escritorio"",""Televisor de pantalla plana"",""Artículos de aseo gratuitos de cortesía""]",[],
Hostal Los Andes,"Si buscas una casa de huéspedes económico en Madrid, no te pierdas Hostal Los Andes.
Para aquellos que estén interesados en visitar puntos de referencia conocidos durante su viaje a Madrid, Hotel Hostal Los Andes se encuentra cerca de Malasaña (1,0 km) y La Latina (2,2 km).",No hay link,Hostal Los Andes,No disponible,"4,0","[""Aparcamiento público de pago cerca"",""Internet de alta velocidad gratuito (wifi)"",""Wifi"",""Espacio para guardar el equipaje"",""Hotel de no fumadores"",""Baño adicional"",""Mesa de escritorio"",""Servicio de habitaciones"",""Perchero para la ropa"",""Televisor de pantalla plana"",""Artículos de aseo gratuitos de cortesía""]",[],
Hostal Cervantes,"La búsqueda del hotel pequeño económico ideal en Madrid no tiene por qué ser complicada. Bienvenido a Hostal Cervantes, una fantástica opción para viajeros como tú.",No hay link,Hostal Cervantes,No disponible,"3,5","[""Internet de alta velocidad gratuito (wifi)"",""Wifi"",""Se admiten mascotas"",""Espacio para guardar el equipaje"",""Hotel de no fumadores"",""Salón compartido/sala de televisión"",""Aire acondicionado"",""Caja fuerte""]","[""Habitaciones de no fumadores""]",
Hostal Arco Iris,"Descubre por qué tantos viajeros ven Hostal Arco Iris como el hostal ideal cuando visitan Madrid. Además de aportar la combinación ideal de calidad, comodidad y ubicación, ofrece una amplia variedad de servicios diseñados para viajeros como tú.",No hay link,Hostal Arco Iris,No disponible,"4,0","[""Aparcamiento público de pago cerca"",""Internet de alta velocidad gratuito (wifi)"",""Wifi"",""Servicio de lavandería"",""Aire acondicionado"",""Mesa de escritorio"",""Televisor de pantalla plana"",""Bañera/ducha"",""Artículos de aseo gratuitos de cortesía""]",[],
Hostal Union,"En el corazón de la capital de España, junto a la Gran Vía y en pleno barrio de Chueca, ubicado en la cuarta planta de un edificio histórico, se encuentra el Hostal Unión en Madrid. Este alojamiento de dos estrellas es acogedor, tranquilo, alegre y ofrece vistas a la popular Plaza Vázquez de Mella. En su entorno encontrará todo lo necesario para disfrutar de su viaje de ocio, desde teatros y cines hasta museos y tiendas. Además, su estratégico emplazamiento y buena comunicación lo convierten en una opción ideal para los viajes de negocios.",No hay link,Hostal Union,No disponible,"3,5","[""Internet de alta velocidad gratuito (wifi)"",""Wifi"",""Hotel de no fumadores"",""Aire acondicionado""]","[""Habitaciones de no fumadores""]",
Blume Apartamentos,"En estos apartamentos de alquiler por temporadas en Madrid disfrutarás de la tranquilidad del Parque del Retiro, el lujo del Barrio de Salamanca y la proximidad del Paseo del Arte. Apartamentos de 1 y 2 dormitorios, cuenta con dormitorio independiente, salón-cocina americana completamente equipada y baño completo. Apartamentos equipados con el mayor confort y equipamiento, nos gusta cuidar cada uno de los detalles para hacer de su estancia única. Contamos con servicio de atención telefónica 24 horas y atención presencial durante los dias laborables de 9.00 a 14.00 y de 15.00 a 18.00. Apartamento en Madrid para alquilar con máxima capacidad de 2 personas. Estancia mínima: 15 días. Máxima: 11 meses.",No hay link,Blume Apartamentos,No disponible,"4,0","[""Aparcamiento privado de pago cerca"",""Internet de alta velocidad gratuito (wifi)"",""Transporte desde/al aeropuerto"",""Centro de negocios con acceso a Internet"",""Salas de reuniones"",""Terraza en el ático"",""Conserje"",""Registro de entrada 24 horas"",""Habitación hipoalergénica"",""Cortinas opacas"",""Aire acondicionado"",""Comedor"",""Servicio de limpieza"",""Cafetera/tetera"",""Televisor de pantalla plana"",""Ducha a ras de suelo""]","[""Habitaciones de no fumadores""]",
Open Hostel Madrid,"Les había avisado que iba a llegar tarde y se me demoró el vuelo. Me dejaron a las 12 de la noche tirada afuera. No respondieron nunca el timbre y cuando logré conseguir internet para comunicarme, de forma muy desagradable y desconsiderada me respondieron que se habían ido y que no iban a volver a abrirme. Más tarde cancelaron la reserva por la aplicación, por lo que no pude hacer el reclamo y comentar la experiencia en la plataforma que contraté. PESIMA EXPERIENCIA. NO LO RECOMIENDO",No hay link,Open Hostel Madrid,No disponible,"3,5","[""Internet de alta velocidad gratuito (wifi)"",""Wifi"",""Bar/salón"",""Sala de juegos"",""Dardos"",""Espacio para guardar el equipaje"",""Prensa"",""Registro de entrada y salida exprés"",""Microondas"",""Frigorífico""]","[""Habitaciones insonorizadas""]",
Hostal Argentina,"Construido en la primera planta de un edificio de principios del siglo XX. El Hostal Argentina nace en Madrid en el año 1974, frente a la Estación de trenes “Puerta de Atocha”. Más de 40 años, dos generaciones, dando servicio y hospedaje a miles de viajeros y turistas de paso por Madrid. En el año 2010, hemos realizado reformas, modernizando nuestras instalaciones y transformando el hostal en un establecimiento cómodo y familiar...",No hay link,Hostal Argentina,No disponible,"4,5","[""Internet de alta velocidad gratuito (wifi)"",""Wifi"",""Hotel de no fumadores"",""Aire acondicionado""]","[""Habitaciones de no fumadores"",""Habitaciones para familias""]",
Students Hostel Luis Velez,"Un hotel muy bien ubicado, cerca de un metro y con buenos precios. No incluye desayuno pero tiene suficientes restaurantes cerca para que esto no sea un problema. Las habitaciones son muy agradables, el servicio sumamente colaborador (nos faltaba un adaptador y no tuvieron ningún problema en proveernos uno) y pudimos recorrer todo lo que nos interesaba ver en Madrid con su excelente ubicación. El personal nos ayudó con mapas para recorrer la ciudad, datos interesantes y toda la información que necesitamos para tomar nuestro vuelo al día siguiente.",No hay link,Students Hostel Luis Velez,No disponible,"4,0","[""Internet gratuito"",""Internet""]",[],
Antigua Posada del Pez,"Ideal para conocer Madrid y no gastar mucho en alojamiento durmiendo en un sitio decente. En el hostal donde nos íbamos a quedar en un inicio era un asco y ni siquiera llegamos a dormir, esa misma tarde nos pusimos a buscar otro hostal y encontramos Antigua Posada del Pez. Todo super limpio y acogedor. El personal muy amable y atento.",No hay link,Antigua Posada del Pez,No disponible,"3,5","[""Internet de alta velocidad gratuito (wifi)"",""Wifi"",""Bar/salón""]",[],
Milabi Hostal,"Milabi Hostal es una magnífica elección para los viajeros que visiten Madrid, ya que ofrece un ambiente romántico, además de numerosos servicios diseñados para mejorar tu estancia.",No hay link,Milabi Hostal,No disponible,"4,5","[""Internet de alta velocidad gratuito (wifi)"",""Wifi"",""Actividades para niños (acondicionado para familias / niños)"",""Espacio para guardar el equipaje"",""Hotel de no fumadores"",""Aire acondicionado"",""Servicio de habitaciones"",""Frigorífico""]",[],
Mimis Apartments,"Un sitio muy recomendable , la ubicación es muy buena, hemos estado muy agusto , y la relacion calidad precio buenisima , me encanta la decoración , y ellos son super amables... Ideal tanto para estancias de turismo como de negocios.",No hay link,Mimis Apartments,No disponible,"5,0","[""Internet de alta velocidad gratuito (wifi)"",""Secadora"",""Lavadora"",""Aire acondicionado"",""Zona de asientos"",""Plancha"",""Cocina americana"",""Microondas"",""Frigorífico"",""Televisor de pantalla plana"",""Secador de pelo""]",[],
