descripcion,link,nombre,precio,puntuacion,serv_hab,tipo_hab,ubicacion,lat,long
"Con una extraordinaria ubicación en el elegante barrio de Salamanca de Madrid, cerca de la plaza de toros de Las Ventas, el NH Madrid Ventas cuenta con una piscina, un jardín espacioso donde celebrar todo tipo de celebraciones y los servicios de Restauración bajo el mando del chef David Ros.",https://www.tripadvisor.es/Commerce?p=TABAIndependentHotels&src=143318756&geo=206976&from=Hotel_Review&area=&slot=1&matchID=1&oos=0&cnt=1&silo=30356&bucket=963407&nrank=1&crank=1&clt=CLD&ttype=ContactLinkDesktop&tm=258370981&managed=false&capped=false&gosox=12lXnA1T0dalLH5d_cQfzQsCyrio0wvXezQ1A5Rg2JCfkfilZgV7ydS6KhN7mJ9fNGi9I6nuBPmXmunT2F7Y2fJGjjIN_6M1gVg_fbDfpKs&adults=2&child_rm_ages=&inDay=19&outDay=20&rooms=1&dated=true&inMonth=3&inYear=2023&outMonth=3&outYear=2023&def_d=true&bapid=1&cs=167fd092d8313d5c140db12cb93ff52ef&ba_uid=8baf32b0-dae4-4ae4-9d3f-548f64bbecb6,NH Madrid Ventas,103 €,"4,5","[""Aparcamiento privado de pago dentro del recinto"",""Internet de alta velocidad gratuito (wifi)"",""Piscina"",""Gimnasio / Sala de entrenamiento"",""Bar/salón"",""Se admiten mascotas"",""Centro de negocios con acceso a Internet"",""Instalaciones para conferencias"",""Cortinas opacas"",""Servicio de limpieza"",""Servicio de habitaciones"",""Caja fuerte"",""Televisor de pantalla plana""]","[""Habitaciones de no fumadores"",""Suites""]","Calle de Biarritz, 2, 28028, Madrid",40.4358493,-3.6640548
"Si buscas un hotel tranquilo en Madrid, no te pierdas ibis Madrid Centro Las Ventas.
Al contar con muchos conocidos puntos de referencia en las inmediaciones, como Parque del Retiro (2,4 km) y Estadio Santiago Bernabéu (3,2 km), los huéspedes de ibis Madrid Centro Las Ventas tienen la oportunidad de visitar con facilidad algunas de las atracciones más populares de Madrid.
Las habitaciones de los huéspedes incluyen televisor de pantalla plana y aire acondicionado, y ibis Madrid Centro Las Ventas te ayuda a que estés conectado, ya que dispone de wifi gratuito.",No hay link,ibis Madrid Centro Las Ventas,76 €,"4,0","[""Aparcamiento privado de pago dentro del recinto"",""Internet de alta velocidad gratuito (wifi)"",""Desayuno bufé"",""Servicio de taxi"",""Espacio para guardar el equipaje"",""Conserje"",""Recepción 24 horas"",""Lavado en seco"",""Cortinas opacas"",""Aire acondicionado"",""Servicio de limpieza"",""Caja fuerte"",""Teléfono"",""Televisor de pantalla plana"",""Secador de pelo""]","[""Habitaciones insonorizadas"",""Habitaciones de no fumadores"",""Habitaciones para familias""]","Calle de Julio Camba, 1, 28028, Madrid",40.4305735,-3.6642811
"Si buscas un hotel de lujo en Madrid, no te pierdas Hotel Hospes Puerta de Alcalá.
Como está muy cerca de conocidos puntos de referencia, como Plaza de Santa Ana (1,2 km) y Malasaña (1,6 km), los huéspedes de Hospes Madrid Hotel pueden acceder con facilidad a algunas de las atracciones más conocidas de Madrid.
Hotel Hospes es un hotel de lujo con televisor de pantalla plana, aire acondicionado y minibar en las habitaciones, y es fácil permanecer conectado durante la estancia, ya que ofrece wifi gratuito para los huéspedes.",No hay link,Hotel Hospes Puerta de Alcalá,256 €,"4,5","[""Aparcamiento"",""Internet de alta velocidad gratuito (wifi)"",""Piscina"",""Gimnasio / Sala de entrenamiento"",""Bar/salón"",""Alquiler de bicicletas"",""Pub/DJ"",""Se admiten mascotas"",""Albornoces"",""Aire acondicionado"",""Balcón privado"",""Servicio de habitaciones"",""Minibar"",""Televisor de pantalla plana""]","[""Habitaciones de no fumadores"",""Suites"",""Habitaciones para familias""]","Plaza de la Independencia, 3, 28001, Madrid",40.4205866,-3.689287
"Reformado en su totalidad en Agosto del 2013, el hotel VP Jardín de Recoletos se encuentra a pocos pasos del Retiro, la Puerta de Alcalá y la Biblioteca nacional de Madrid. Sus 43 amplias habitaciones, su maravilloso jardín exterior y su excelente ubicación en el centro de Madrid, convierten a nuestro recién remodelado hotel VP Jardín de Recoletos en la elección perfecta de alojamiento en Madrid.",No hay link,VP Jardín de Recoletos,174 €,"4,5","[""Aparcamiento privado de pago dentro del recinto"",""Internet de alta velocidad gratuito (wifi)"",""Bar/salón"",""Pub/DJ"",""Alquiler de coches"",""Salas de reuniones"",""Espacio para guardar el equipaje"",""Conserje"",""Aire acondicionado"",""Servicio de limpieza"",""Balcón privado"",""Servicio de habitaciones"",""Cocina americana"",""Microondas"",""Televisor de pantalla plana""]","[""Habitaciones insonorizadas"",""Habitaciones de no fumadores"",""Suites""]","Calle Gil de Santivanes, 6, 28001, Madrid",40.4224921,-3.689776
"Todo el mundo necesita un sitio donde reposar cuando está cansado. Para aquellos que visiten Madrid, Hotel Praga es una magnífica elección para descansar. Conocido por su ambiente tranquilo y su proximidad a fantásticos restaurantes y atracciones, Hotel Praga te ayuda a disfrutar de lo mejor de Madrid.
Praga Hotel es un hotel tranquilo con televisor de pantalla plana, minibar y aire acondicionado en las habitaciones, y es fácil permanecer conectado durante la estancia, ya que ofrece wifi gratuito para los huéspedes.",No hay link,Hotel Praga,90 €,"3,5","[""Aparcamiento privado de pago dentro del recinto"",""Internet de alta velocidad gratuito (wifi)"",""Bar/salón"",""Alquiler de coches"",""Centro de negocios con acceso a Internet"",""Instalaciones para conferencias"",""Espacio para guardar el equipaje"",""Conserje"",""Aire acondicionado"",""Servicio de habitaciones"",""Caja fuerte"",""Equipamiento para sala VIP"",""Minibar"",""Televisor de pantalla plana"",""Suite nupcial""]","[""Habitaciones insonorizadas"",""Habitaciones de no fumadores"",""Suites""]","Calle de Antonio López, 65, 28019, Madrid",40.3941023,-3.7077566
"El hotel Soho Boutique Congreso está situado en el barrio de las Cortes, en el centro histórico de Madrid y lindando con el barrio de las Letras, donde desde hace años es lugar de referencia y tendencia en diversos sectores como la hostelería, el arte, el comercio etc. Hotel de nueva construcción sobre un edificio del siglo XIX, ha sido inaugurado en diciembre de 2018. En la rehabilitación del hotel se ha buscado conservar la esencia tradicional y señorial del edificio con notas de actualidad de la que es referencia la zona, dando como resultado un hotel urbano con encanto en una ubicación inmejorable para conocer los muchos atractivos que esta cosmopolita ciudad nos ofrece. Sus 80 habitaciones presentan una decoración funcional y están equipadas con todo lo necesario para proporcionar a nuestros clientes una estancia inolvidable (aire acondicionado, calefacción, minibar, secador de cabello, escritorio, WiFi gratuita, cafetera de cortesía..)",No hay link,Soho Boutique Congreso,98 €,"4,5","[""Aparcamiento público de pago cerca"",""Internet de alta velocidad gratuito (wifi)"",""Desayuno disponible"",""Visitas guiadas a pie"",""Alquiler de coches"",""Espacio para guardar el equipaje"",""Conserje"",""Registro de entrada 24 horas"",""Cortinas opacas"",""Aire acondicionado"",""Mesa de escritorio"",""Caja fuerte"",""Teléfono"",""Cafetera/tetera"",""Televisor de pantalla plana"",""Bañera/ducha""]","[""Habitaciones de no fumadores""]","Calle Zorrilla, 7, 28014, Madrid",40.4169718,-3.6975087959129227
"Todo genial!! Ubicación, trato, limpieza, ambiente.. super buen sitio para estar en Madrid!! Hemos estado con los niños y nos han tratado como si estuvieramos en casa!! El desayuno también merecr la pena, hay cocina para guardar tus cosas, café e infusiones gratis a todas horas, está muy bien!!",No hay link,OK Hostel Madrid,97 €,"4,5","[""Internet de alta velocidad gratuito (wifi)"",""Bar/salón"",""Sala de juegos"",""Billares"",""Servicio de taxi"",""Vigilancia 24 horas"",""Espacio para guardar el equipaje"",""Registro de entrada 24 horas"",""Aire acondicionado"",""Servicio de limpieza""]","[""Habitaciones de no fumadores""]","Calle Juanelo, 24, 28012, Madrid",40.4111403,-3.7066889
"Radisson Blu Hotel, Madrid Prado es una magnífica elección para los viajeros que visiten Madrid, ya que ofrece un ambiente de moda, además de numerosos servicios diseñados para mejorar tu estancia.
Los puntos de referencia que hay por los alrededores, como Plaza de Santa Ana (0,7 km) y Plaza Mayor (1,2 km) hacen de Hoteles Parque Del Retiro un magnífico sitio donde alojarse en Madrid.
Las habitaciones de Radisson Blu Hotel, Madrid Prado Hotel incluyen televisor de pantalla plana, aire acondicionado y minibar para una comodidad mucho mayor, y los huéspedes pueden permanecer conectados con wifi gratuito.",,"Radisson Blu Hotel, Madrid Prado",169 €,"4,5","[""Internet de alta velocidad gratuito (wifi)"",""Jacuzzi"",""Gimnasio / Sala de entrenamiento"",""Bar/salón"",""Salas de reuniones"",""Balneario"",""Espacio para guardar el equipaje"",""Conserje"",""Cortinas opacas"",""Aire acondicionado"",""Servicio de limpieza"",""Servicio de habitaciones"",""Caja fuerte"",""Minibar"",""Televisor de pantalla plana""]","[""Habitaciones de no fumadores"",""Suites""]","Calle de Moratín, 52, 28014, Madrid",40.4125483,-3.6941561
"Situados en pleno “Paisaje de la luz”, recientemente elegido Patrimonio Mundial por la UNESCO el pasado 25 de julio de 2021, formado por el Paseo del Prado y los Jardines del Buen Retiro, el Hotel Mora by Mij, es la mejor opción para visitar Madrid mientras disfruta de un espectacular paseo rodeado de Arte, Ciencias y Cultura. Estamos en un edificio de enorme valor arquitectónico justo enfrente del siempre colorido Jardín Botánico, pared con pared con CaixaForum y aescasos metros de la Estación de Atocha. Nuestro hotel cuenta con 61 habitaciones entre individuales, dobles, triples y superiores todas ellas con baños reformados y convenientemente equipadas para cumplir con las exigencias tecnológicas y de confort que cualquier cliente actual necesita. En pleno Paseo del Prado en el centro del triángulo del arte (Museo del Prado, Reina Sofía y Thyssen Bornemisza), a escasos metros del animado Barrio de las Letras y a pocos minutos del área financiera de la ciudad, hacen de nuestro hotel un alojamiento ideal tanto para el turista cultural como para el cliente de negocios. Servicio de Parking: no disponemos de parking propio, pero nuestros clientes pueden reservar en un parking público cercano con un precio especial",No hay link,Hotel Mora by Mij,66 €,"3,5","[""Aparcamiento público de pago cerca"",""Internet de alta velocidad gratuito (wifi)"",""Wifi"",""Bar/salón"",""Restaurante"",""Espacio para guardar el equipaje"",""Conserje"",""Recepción 24 horas"",""Aire acondicionado"",""Mesa de escritorio"",""Balcón privado"",""Caja fuerte"",""Televisor de pantalla plana""]","[""Habitaciones insonorizadas"",""Habitaciones de no fumadores""]","Paseo del Prado, 32, 28014, Madrid",40.411278,-3.693184
"A sólo unos pasos del inicio del Paseo de la Castellana se encuentra One Shot Fortuny 07, un hotel boutique de 4 estrellas en una de las zonas más distinguidas de la ciudad. Tras su fachada de principios del siglo XX y su señorial zaguán de entrada, el estudio Alfaro-Manrique ha diseñado espacios únicos con materiales nobles, y unas confortables habitaciones con diseño contemporáneo y selecto digno de los edificios palaciegos que rodean el hotel. El hotel está situado en la calle Fortuny, en pleno barrio diplomático de Madrid junto al Paseo de la Castellana, a pocos metros de la Plaza de Colón y muy cerca de las exclusivas tiendas del Barrio Salamanca. Comunicación inmejorable con la estación de Metro Alonso Martínez a 5 minutos a pie, y el aeropuerto solo 17 km.",https://www.tripadvisor.es/Commerce?p=TABAIndependentHotels&src=0&geo=14024743&from=Hotel_Review&area=&slot=2&matchID=1&oos=0&cnt=1&silo=30356&bucket=875171&ubucket=875171&nrank=1&crank=1&clt=CLD&tm=258371096&managed=false&capped=false&gosox=5_3Y6UYwwGjgw_c7hEwIkQcYcYZTjrPa08kecCFRir17FBPGGlsg7hdPNkxJFE2J773DcnspHnqMaFTD8CVelg&adults=2&child_rm_ages=&inDay=19&outDay=20&rooms=1&inMonth=3&inYear=2023&outMonth=3&outYear=2023&def_d=true&bapid=2&cs=14d803babaef23761cf6fc86268bdb32e&ba_uid=74563d1a-2a46-4ebe-8033-b5f1bb76facc,Hotel One Shot Fortuny 07,109 €,"4,5","[""Aparcamiento privado de pago cerca"",""Internet de alta velocidad gratuito (wifi)"",""Gimnasio / Sala de entrenamiento"",""Bar/salón"",""Servicio de taxi"",""Espacio para guardar el equipaje"",""Conserje"",""Registro de entrada 24 horas"",""Cortinas opacas"",""Albornoces"",""Aire acondicionado"",""Mesa de escritorio"",""Servicio de limpieza"",""Minibar"",""Televisor de pantalla plana"",""Bañera/ducha""]","[""Habitaciones de no fumadores"",""Suites"",""Habitaciones para familias""]","Calle de Fortuny, 7, 28010, Madrid",40.4287821,-3.6911914
"La búsqueda del hotel tranquilo ideal en Madrid no tiene por qué ser difícil. Bienvenido a Ibis Budget Madrid Centro Las Ventas, una fantástica opción para viajeros como tú.
Disfrutarás de agradables habitaciones que incluyen televisor de pantalla plana y aire acondicionado, y podrás estar conectado durante tu estancia, ya que Ibis Budget Madrid Centro Las Ventas ofrece wifi gratuito a los huéspedes.
El hotel tiene recepción abierta 24 horas y conserje. Además, Ibis Budget Madrid Centro Las Ventas ofrece desayuno buffet para poder relajarte tras un ajetreado día. Hay aparcamiento privado de pago allí mismo disponible para huéspedes con coche.",No hay link,Ibis Budget Madrid Centro Las Ventas,67 €,"4,0","[""Aparcamiento privado de pago dentro del recinto"",""Internet de alta velocidad gratuito (wifi)"",""Desayuno bufé"",""Conserje"",""Hotel de no fumadores"",""Recepción 24 horas"",""Servicio de lavandería"",""Servicio de lustrado de zapatos"",""Aire acondicionado"",""Servicio de limpieza"",""Televisor de pantalla plana"",""Bañera/ducha""]","[""Habitaciones insonorizadas"",""Habitaciones de no fumadores"",""Habitaciones para familias""]","Calle Siena, 10, 28027, Madrid",40.43250675,-3.6561126579559264
"Las recepcionistas muy poco empaticas,las almohadas muy blandas. Y se escuchan las puertas de las demás habitaciones..Por lo demás todo bien.El precio no está mal ponen agua en las habitaciones..Al entrar al hotel hay un olor un poco desagradable a tuberías.",No hay link,Jc Rooms Jardines,59 €,"4,0","[""Internet de alta velocidad gratuito (wifi)"",""Wifi"",""Restaurante"",""Desayuno disponible"",""Actividades para niños (acondicionado para familias / niños)"",""Servicio de taxi"",""Conserje"",""Hotel de no fumadores"",""Aire acondicionado"",""Servicio de limpieza"",""Caja fuerte"",""Agua embotellada"",""Baños privados"",""Minibar""]","[""Habitaciones de no fumadores"",""Suites"",""Habitaciones para familias""]","Calle Jardines, 3, 28013, Madrid",40.581228249999995,-3.904686299366907
"NeoMagna Madrid es un alojamiento Único e Innovador, situado en una de las mejores zonas de Madrid, el Barrio de Salamanca, comunicado perfectamente con el resto de Madrid mediante las redes cercanas de transporte público. Rodeado por prestigiosas tiendas, espacios gastronómicos y de ocio en general.Consta de 100 habitaciones, reformadas y equipadas con todas las comodidades, TV Plana, Wi Fi de Alta Velocidad con Fibra Óptica, Aire Acondicionado y Calefacción. Las zonas comunes integran una sala de TV en la que relajarse, una lavandería self service, un gimnasio abierto 24 horas y una terraza lounge en la azotea del Hotel abierta durante los meses estivales para disfrutar del sol.Los clientes pueden hacer uso ilimitado de WiFi de alta velocidad.",No hay link,Neo Magna,72 €,"3,5","[""Aparcamiento privado de pago cerca"",""Internet de alta velocidad gratuito (wifi)"",""Gimnasio / Sala de entrenamiento"",""Bar/salón"",""Transporte desde/al aeropuerto"",""Solario"",""Espacio para guardar el equipaje"",""Conserje"",""Aire acondicionado"",""Mesa de escritorio"",""Servicio de limpieza"",""Servicio de habitaciones"",""Televisor de pantalla plana"",""Bañera/ducha"",""Artículos de aseo gratuitos de cortesía""]","[""Habitaciones insonorizadas"",""Habitaciones de no fumadores""]","Calle de Don Ramón de la Cruz, 94, 28006, Madrid",40.4284222,-3.6711803
